scenario,level,method,nominal,empirical
S2_rare_homogeneous,balanced,hier_eb_dr,0.99,0.43625
S2_rare_homogeneous,mild,bb_dm,0.5,0.0115625
S2_rare_homogeneous,mild,bb_dm,0.6,0.0159375
S2_rare_homogeneous,mild,bb_dm,0.7,0.02
S2_rare_homogeneous,mild,bb_dm,0.8,0.0246875
S2_rare_homogeneous,mild,bb_dm,0.9,0.0321875
S2_rare_homogeneous,mild,bb_dm,0.95,0.04
S2_rare_homogeneous,mild,bb_dm,0.975,0.04875
S2_rare_homogeneous,mild,bb_dm,0.99,0.0603125
S2_rare_homogeneous,mild,bb_dr,0.5,0.4975
S2_rare_homogeneous,mild,bb_dr,0.6,0.5940625
S2_rare_homogeneous,mild,bb_dr,0.7,0.6928125
S2_rare_homogeneous,mild,bb_dr,0.8,0.80125
S2_rare_homogeneous,mild,bb_dr,0.9,0.8996875
S2_rare_homogeneous,mild,bb_dr,0.95,0.9525
S2_rare_homogeneous,mild,bb_dr,0.975,0.975
S2_rare_homogeneous,mild,bb_dr,0.99,0.9884375
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.5,0.4558333333333333
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.6,0.5625
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.7,0.6595833333333333
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.8,0.75375
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.9,0.8641666666666666
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.95,0.9320833333333334
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.975,0.9704166666666667
S2_rare_homogeneous,mild,bb_dr_complete_pool,0.99,0.9841666666666666
S2_rare_homogeneous,mild,bb_dr_independent,0.5,0.49333333333333335
S2_rare_homogeneous,mild,bb_dr_independent,0.6,0.5920833333333333
S2_rare_homogeneous,mild,bb_dr_independent,0.7,0.6941666666666667
S2_rare_homogeneous,mild,bb_dr_independent,0.8,0.8045833333333333
S2_rare_homogeneous,mild,bb_dr_independent,0.9,0.8979166666666667
S2_rare_homogeneous,mild,bb_dr_independent,0.95,0.95
S2_rare_homogeneous,mild,bb_dr_independent,0.975,0.9733333333333334
S2_rare_homogeneous,mild,bb_dr_independent,0.99,0.9866666666666667
S2_rare_homogeneous,mild,bootstrap_dr,0.5,0.494375
S2_rare_homogeneous,mild,bootstrap_dr,0.6,0.593125
S2_rare_homogeneous,mild,bootstrap_dr,0.7,0.694375
S2_rare_homogeneous,mild,bootstrap_dr,0.8,0.798125
S2_rare_homogeneous,mild,bootstrap_dr,0.9,0.8990625
S2_rare_homogeneous,mild,bootstrap_dr,0.95,0.9509375
S2_rare_homogeneous,mild,bootstrap_dr,0.975,0.9759375
S2_rare_homogeneous,mild,bootstrap_dr,0.99,0.9896875
S2_rare_homogeneous,mild,bootstrap_snips,0.5,0.510625
S2_rare_homogeneous,mild,bootstrap_snips,0.6,0.6053125
S2_rare_homogeneous,mild,bootstrap_snips,0.7,0.7
S2_rare_homogeneous,mild,bootstrap_snips,0.8,0.7990625
S2_rare_homogeneous,mild,bootstrap_snips,0.9,0.9003125
S2_rare_homogeneous,mild,bootstrap_snips,0.95,0.9503125
S2_rare_homogeneous,mild,bootstrap_snips,0.975,0.9753125
S2_rare_homogeneous,mild,bootstrap_snips,0.99,0.986875
S2_rare_homogeneous,mild,hier_eb_dr,0.5,0.16875
S2_rare_homogeneous,mild,hier_eb_dr,0.6,0.19666666666666666
S2_rare_homogeneous,mild,hier_eb_dr,0.7,0.23666666666666666
S2_rare_homogeneous,mild,hier_eb_dr,0.8,0.2808333333333333
S2_rare_homogeneous,mild,hier_eb_dr,0.9,0.3425
S2_rare_homogeneous,mild,hier_eb_dr,0.95,0.3779166666666667
S2_rare_homogeneous,mild,hier_eb_dr,0.975,0.40958333333333335
S2_rare_homogeneous,mild,hier_eb_dr,0.99,0.43333333333333335
S2_rare_homogeneous,rare,bb_dm,0.5,0.013125
S2_rare_homogeneous,rare,bb_dm,0.6,0.015625
S2_rare_homogeneous,rare,bb_dm,0.7,0.0221875
S2_rare_homogeneous,rare,bb_dm,0.8,0.0321875
S2_rare_homogeneous,rare,bb_dm,0.9,0.0440625
S2_rare_homogeneous,rare,bb_dm,0.95,0.056875
S2_rare_homogeneous,rare,bb_dm,0.975,0.0715625
S2_rare_homogeneous,rare,bb_dm,0.99,0.0853125
S2_rare_homogeneous,rare,bb_dr,0.5,0.51
S2_rare_homogeneous,rare,bb_dr,0.6,0.6034375
S2_rare_homogeneous,rare,bb_dr,0.7,0.6984375
S2_rare_homogeneous,rare,bb_dr,0.8,0.8028125
S2_rare_homogeneous,rare,bb_dr,0.9,0.8971875
S2_rare_homogeneous,rare,bb_dr,0.95,0.9421875
S2_rare_homogeneous,rare,bb_dr,0.975,0.9709375
S2_rare_homogeneous,rare,bb_dr,0.99,0.9865625
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.5,0.4625
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.6,0.5604166666666667
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.7,0.6491666666666667
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.8,0.7566666666666667
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.9,0.865
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.95,0.9291666666666667
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.975,0.9566666666666667
S2_rare_homogeneous,rare,bb_dr_complete_pool,0.99,0.9783333333333334
S2_rare_homogeneous,rare,bb_dr_independent,0.5,0.50875
S2_rare_homogeneous,rare,bb_dr_independent,0.6,0.60125
S2_rare_homogeneous,rare,bb_dr_independent,0.7,0.6920833333333334
S2_rare_homogeneous,rare,bb_dr_independent,0.8,0.7966666666666666
S2_rare_homogeneous,rare,bb_dr_independent,0.9,0.8945833333333333
S2_rare_homogeneous,rare,bb_dr_independent,0.95,0.9425
S2_rare_homogeneous,rare,bb_dr_independent,0.975,0.9704166666666667
S2_rare_homogeneous,rare,bb_dr_independent,0.99,0.98625
S2_rare_homogeneous,rare,bootstrap_dr,0.5,0.51
S2_rare_homogeneous,rare,bootstrap_dr,0.6,0.6109375
S2_rare_homogeneous,rare,bootstrap_dr,0.7,0.699375
S2_rare_homogeneous,rare,bootstrap_dr,0.8,0.8
S2_rare_homogeneous,rare,bootstrap_dr,0.9,0.900625
S2_rare_homogeneous,rare,bootstrap_dr,0.95,0.941875
S2_rare_homogeneous,rare,bootstrap_dr,0.975,0.974375
S2_rare_homogeneous,rare,bootstrap_dr,0.99,0.9865625
S2_rare_homogeneous,rare,bootstrap_snips,0.5,0.4978125
S2_rare_homogeneous,rare,bootstrap_snips,0.6,0.6028125
S2_rare_homogeneous,rare,bootstrap_snips,0.7,0.6921875
S2_rare_homogeneous,rare,bootstrap_snips,0.8,0.7928125
S2_rare_homogeneous,rare,bootstrap_snips,0.9,0.8934375
S2_rare_homogeneous,rare,bootstrap_snips,0.95,0.9421875
S2_rare_homogeneous,rare,bootstrap_snips,0.975,0.97125
S2_rare_homogeneous,rare,bootstrap_snips,0.99,0.9875
S2_rare_homogeneous,rare,hier_eb_dr,0.5,0.15958333333333333
S2_rare_homogeneous,rare,hier_eb_dr,0.6,0.20041666666666666
S2_rare_homogeneous,rare,hier_eb_dr,0.7,0.24125
S2_rare_homogeneous,rare,hier_eb_dr,0.8,0.28583333333333333
S2_rare_homogeneous,rare,hier_eb_dr,0.9,0.34
S2_rare_homogeneous,rare,hier_eb_dr,0.95,0.3695833333333333
S2_rare_homogeneous,rare,hier_eb_dr,0.975,0.39166666666666666
S2_rare_homogeneous,rare,hier_eb_dr,0.99,0.40875
S2_rare_homogeneous,severe,bb_dm,0.5,0.0459375
S2_rare_homogeneous,severe,bb_dm,0.6,0.058125
S2_rare_homogeneous,severe,bb_dm,0.7,0.070625
S2_rare_homogeneous,severe,bb_dm,0.8,0.0859375
S2_rare_homogeneous,severe,bb_dm,0.9,0.118125
S2_rare_homogeneous,severe,bb_dm,0.95,0.1471875
S2_rare_homogeneous,severe,bb_dm,0.975,0.1721875
S2_rare_homogeneous,severe,bb_dm,0.99,0.2053125
S2_rare_homogeneous,severe,bb_dr,0.5,0.4884375
S2_rare_homogeneous,severe,bb_dr,0.6,0.5859375
S2_rare_homogeneous,severe,bb_dr,0.7,0.6871875
S2_rare_homogeneous,severe,bb_dr,0.8,0.7871875
S2_rare_homogeneous,severe,bb_dr,0.9,0.8875
S2_rare_homogeneous,severe,bb_dr,0.95,0.9390625
S2_rare_homogeneous,severe,bb_dr,0.975,0.966875
S2_rare_homogeneous,severe,bb_dr,0.99,0.981875
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.5,0.42041666666666666
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.6,0.50375
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.7,0.59875
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.8,0.7020833333333333
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.9,0.82625
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.95,0.8970833333333333
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.975,0.9320833333333334
S2_rare_homogeneous,severe,bb_dr_complete_pool,0.99,0.9633333333333334
S2_rare_homogeneous,severe,bb_dr_independent,0.5,0.485
S2_rare_homogeneous,severe,bb_dr_independent,0.6,0.5825
S2_rare_homogeneous,severe,bb_dr_independent,0.7,0.6845833333333333
S2_rare_homogeneous,severe,bb_dr_independent,0.8,0.7825
S2_rare_homogeneous,severe,bb_dr_independent,0.9,0.8804166666666666
S2_rare_homogeneous,severe,bb_dr_independent,0.95,0.9341666666666667
S2_rare_homogeneous,severe,bb_dr_independent,0.975,0.9633333333333334
S2_rare_homogeneous,severe,bb_dr_independent,0.99,0.98125
S2_rare_homogeneous,severe,bootstrap_dr,0.5,0.4928125
S2_rare_homogeneous,severe,bootstrap_dr,0.6,0.586875
S2_rare_homogeneous,severe,bootstrap_dr,0.7,0.69125
S2_rare_homogeneous,severe,bootstrap_dr,0.8,0.79
S2_rare_homogeneous,severe,bootstrap_dr,0.9,0.8890625
S2_rare_homogeneous,severe,bootstrap_dr,0.95,0.943125
S2_rare_homogeneous,severe,bootstrap_dr,0.975,0.9646875
S2_rare_homogeneous,severe,bootstrap_dr,0.99,0.981875
S2_rare_homogeneous,severe,bootstrap_snips,0.5,0.4925
S2_rare_homogeneous,severe,bootstrap_snips,0.6,0.5971875
S2_rare_homogeneous,severe,bootstrap_snips,0.7,0.709375
S2_rare_homogeneous,severe,bootstrap_snips,0.8,0.79625
S2_rare_homogeneous,severe,bootstrap_snips,0.9,0.8971875
S2_rare_homogeneous,severe,bootstrap_snips,0.95,0.9465625
S2_rare_homogeneous,severe,bootstrap_snips,0.975,0.9703125
S2_rare_homogeneous,severe,bootstrap_snips,0.99,0.983125
S2_rare_homogeneous,severe,hier_eb_dr,0.5,0.18125
S2_rare_homogeneous,severe,hier_eb_dr,0.6,0.22541666666666665
S2_rare_homogeneous,severe,hier_eb_dr,0.7,0.26458333333333334
S2_rare_homogeneous,severe,hier_eb_dr,0.8,0.3125
S2_rare_homogeneous,severe,hier_eb_dr,0.9,0.35625
S2_rare_homogeneous,severe,hier_eb_dr,0.95,0.3879166666666667
S2_rare_homogeneous,severe,hier_eb_dr,0.975,0.40791666666666665
S2_rare_homogeneous,severe,hier_eb_dr,0.99,0.42916666666666664
S3_shift,composition_medium,bb_dm,0.5,0.00875
S3_shift,composition_medium,bb_dm,0.6,0.0140625
S3_shift,composition_medium,bb_dm,0.7,0.018125
S3_shift,composition_medium,bb_dm,0.8,0.02375
S3_shift,composition_medium,bb_dm,0.9,0.035625
S3_shift,composition_medium,bb_dm,0.95,0.0409375
S3_shift,composition_medium,bb_dm,0.975,0.0490625
S3_shift,composition_medium,bb_dm,0.99,0.0571875
S3_shift,composition_medium,bb_dr,0.5,0.3821875
S3_shift,composition_medium,bb_dr,0.6,0.46
S3_shift,composition_medium,bb_dr,0.7,0.5275
S3_shift,composition_medium,bb_dr,0.8,0.603125
S3_shift,composition_medium,bb_dr,0.9,0.674375
S3_shift,composition_medium,bb_dr,0.95,0.7103125
S3_shift,composition_medium,bb_dr,0.975,0.731875
S3_shift,composition_medium,bb_dr,0.99,0.743125
S3_shift,composition_medium,bootstrap_dr,0.5,0.3865625
S3_shift,composition_medium,bootstrap_dr,0.6,0.4640625
S3_shift,composition_medium,bootstrap_dr,0.7,0.526875
S3_shift,composition_medium,bootstrap_dr,0.8,0.6009375
S3_shift,composition_medium,bootstrap_dr,0.9,0.6734375
S3_shift,composition_medium,bootstrap_dr,0.95,0.7096875
S3_shift,composition_medium,bootstrap_dr,0.975,0.730625
S3_shift,composition_medium,bootstrap_dr,0.99,0.7434375
S3_shift,composition_medium,bootstrap_snips,0.5,0.378125
S3_shift,composition_medium,bootstrap_snips,0.6,0.455625
S3_shift,composition_medium,bootstrap_snips,0.7,0.5296875
S3_shift,composition_medium,bootstrap_snips,0.8,0.6009375
S3_shift,composition_medium,bootstrap_snips,0.9,0.6725
S3_shift,composition_medium,bootstrap_snips,0.95,0.7121875
S3_shift,composition_medium,bootstrap_snips,0.975,0.7303125
S3_shift,composition_medium,bootstrap_snips,0.99,0.7425
S3_shift,composition_mild,bb_dm,0.5,0.0909375
S3_shift,composition_mild,bb_dm,0.6,0.110625
S3_shift,composition_mild,bb_dm,0.7,0.13375
S3_shift,composition_mild,bb_dm,0.8,0.1634375
S3_shift,composition_mild,bb_dm,0.9,0.205
S3_shift,composition_mild,bb_dm,0.95,0.2346875
S3_shift,composition_mild,bb_dm,0.975,0.2609375
S3_shift,composition_mild,bb_dm,0.99,0.2859375
S3_shift,composition_mild,bb_dr,0.5,0.49625
S3_shift,composition_mild,bb_dr,0.6,0.59375
S3_shift,composition_mild,bb_dr,0.7,0.6915625
S3_shift,composition_mild,bb_dr,0.8,0.7928125
S3_shift,composition_mild,bb_dr,0.9,0.889375
S3_shift,composition_mild,bb_dr,0.95,0.9340625
S3_shift,composition_mild,bb_dr,0.975,0.9634375
S3_shift,composition_mild,bb_dr,0.99,0.9796875
S3_shift,composition_mild,bootstrap_dr,0.5,0.4928125
S3_shift,composition_mild,bootstrap_dr,0.6,0.594375
S3_shift,composition_mild,bootstrap_dr,0.7,0.694375
S3_shift,composition_mild,bootstrap_dr,0.8,0.7990625
S3_shift,composition_mild,bootstrap_dr,0.9,0.886875
S3_shift,composition_mild,bootstrap_dr,0.95,0.9365625
S3_shift,composition_mild,bootstrap_dr,0.975,0.96375
S3_shift,composition_mild,bootstrap_dr,0.99,0.9821875
S3_shift,composition_mild,bootstrap_snips,0.5,0.4921875
S3_shift,composition_mild,bootstrap_snips,0.6,0.584375
S3_shift,composition_mild,bootstrap_snips,0.7,0.6875
S3_shift,composition_mild,bootstrap_snips,0.8,0.7878125
S3_shift,composition_mild,bootstrap_snips,0.9,0.8840625
S3_shift,composition_mild,bootstrap_snips,0.95,0.93875
S3_shift,composition_mild,bootstrap_snips,0.975,0.9671875
S3_shift,composition_mild,bootstrap_snips,0.99,0.9853125
S3_shift,composition_severe,bb_dm,0.5,0.0109375
S3_shift,composition_severe,bb_dm,0.6,0.014375
S3_shift,composition_severe,bb_dm,0.7,0.018125
S3_shift,composition_severe,bb_dm,0.8,0.023125
S3_shift,composition_severe,bb_dm,0.9,0.0325
S3_shift,composition_severe,bb_dm,0.95,0.039375
S3_shift,composition_severe,bb_dm,0.975,0.048125
S3_shift,composition_severe,bb_dm,0.99,0.0584375
S3_shift,composition_severe,bb_dr,0.5,0.3690625
S3_shift,composition_severe,bb_dr,0.6,0.4484375
S3_shift,composition_severe,bb_dr,0.7,0.520625
S3_shift,composition_severe,bb_dr,0.8,0.6009375
S3_shift,composition_severe,bb_dr,0.9,0.67625
S3_shift,composition_severe,bb_dr,0.95,0.71
S3_shift,composition_severe,bb_dr,0.975,0.7296875
S3_shift,composition_severe,bb_dr,0.99,0.74125
S3_shift,composition_severe,bootstrap_dr,0.5,0.3703125
S3_shift,composition_severe,bootstrap_dr,0.6,0.4509375
S3_shift,composition_severe,bootstrap_dr,0.7,0.5240625
S3_shift,composition_severe,bootstrap_dr,0.8,0.6
S3_shift,composition_severe,bootstrap_dr,0.9,0.6721875
S3_shift,composition_severe,bootstrap_dr,0.95,0.7096875
S3_shift,composition_severe,bootstrap_dr,0.975,0.7303125
S3_shift,composition_severe,bootstrap_dr,0.99,0.7403125
S3_shift,composition_severe,bootstrap_snips,0.5,0.3740625
S3_shift,composition_severe,bootstrap_snips,0.6,0.450625
S3_shift,composition_severe,bootstrap_snips,0.7,0.53
S3_shift,composition_severe,bootstrap_snips,0.8,0.599375
S3_shift,composition_severe,bootstrap_snips,0.9,0.6690625
S3_shift,composition_severe,bootstrap_snips,0.95,0.7084375
S3_shift,composition_severe,bootstrap_snips,0.975,0.7290625
S3_shift,composition_severe,bootstrap_snips,0.99,0.7409375
S3_shift,mean_0,bb_dm,0.5,0.118125
S3_shift,mean_0,bb_dm,0.6,0.1446875
S3_shift,mean_0,bb_dm,0.7,0.1725
S3_shift,mean_0,bb_dm,0.8,0.2034375
S3_shift,mean_0,bb_dm,0.9,0.2371875
S3_shift,mean_0,bb_dm,0.95,0.261875
S3_shift,mean_0,bb_dm,0.975,0.27875
S3_shift,mean_0,bb_dm,0.99,0.2965625
S3_shift,mean_0,bb_dr,0.5,0.4896875
S3_shift,mean_0,bb_dr,0.6,0.5890625
S3_shift,mean_0,bb_dr,0.7,0.6859375
S3_shift,mean_0,bb_dr,0.8,0.7834375
S3_shift,mean_0,bb_dr,0.9,0.8896875
S3_shift,mean_0,bb_dr,0.95,0.944375
S3_shift,mean_0,bb_dr,0.975,0.9725
S3_shift,mean_0,bb_dr,0.99,0.986875
S3_shift,mean_0,bootstrap_dr,0.5,0.4878125
S3_shift,mean_0,bootstrap_dr,0.6,0.58625
S3_shift,mean_0,bootstrap_dr,0.7,0.686875
S3_shift,mean_0,bootstrap_dr,0.8,0.7846875
S3_shift,mean_0,bootstrap_dr,0.9,0.8859375
S3_shift,mean_0,bootstrap_dr,0.95,0.949375
S3_shift,mean_0,bootstrap_dr,0.975,0.9709375
S3_shift,mean_0,bootstrap_dr,0.99,0.9871875
S3_shift,mean_0,bootstrap_snips,0.5,0.4753125
S3_shift,mean_0,bootstrap_snips,0.6,0.5884375
S3_shift,mean_0,bootstrap_snips,0.7,0.6896875
S3_shift,mean_0,bootstrap_snips,0.8,0.7909375
S3_shift,mean_0,bootstrap_snips,0.9,0.886875
S3_shift,mean_0,bootstrap_snips,0.95,0.9425
S3_shift,mean_0,bootstrap_snips,0.975,0.9721875
S3_shift,mean_0,bootstrap_snips,0.99,0.9840625
S3_shift,mean_025,bb_dm,0.5,0.1265625
S3_shift,mean_025,bb_dm,0.6,0.1578125
S3_shift,mean_025,bb_dm,0.7,0.18875
S3_shift,mean_025,bb_dm,0.8,0.2278125
S3_shift,mean_025,bb_dm,0.9,0.271875
S3_shift,mean_025,bb_dm,0.95,0.2975
S3_shift,mean_025,bb_dm,0.975,0.3184375
S3_shift,mean_025,bb_dm,0.99,0.334375
S3_shift,mean_025,bb_dr,0.5,0.4684375
S3_shift,mean_025,bb_dr,0.6,0.5690625
S3_shift,mean_025,bb_dr,0.7,0.67125
S3_shift,mean_025,bb_dr,0.8,0.7765625
S3_shift,mean_025,bb_dr,0.9,0.883125
S3_shift,mean_025,bb_dr,0.95,0.93625
S3_shift,mean_025,bb_dr,0.975,0.9675
S3_shift,mean_025,bb_dr,0.99,0.98625
S3_shift,mean_025,bootstrap_dr,0.5,0.4690625
S3_shift,mean_025,bootstrap_dr,0.6,0.5678125
S3_shift,mean_025,bootstrap_dr,0.7,0.6759375
S3_shift,mean_025,bootstrap_dr,0.8,0.77625
S3_shift,mean_025,bootstrap_dr,0.9,0.881875
S3_shift,mean_025,bootstrap_dr,0.95,0.9378125
S3_shift,mean_025,bootstrap_dr,0.975,0.9671875
S3_shift,mean_025,bootstrap_dr,0.99,0.9853125
S3_shift,mean_025,bootstrap_snips,0.5,0.47875
S3_shift,mean_025,bootstrap_snips,0.6,0.5721875
S3_shift,mean_025,bootstrap_snips,0.7,0.675
S3_shift,mean_025,bootstrap_snips,0.8,0.7753125
S3_shift,mean_025,bootstrap_snips,0.9,0.8825
S3_shift,mean_025,bootstrap_snips,0.95,0.941875
S3_shift,mean_025,bootstrap_snips,0.975,0.968125
S3_shift,mean_025,bootstrap_snips,0.99,0.981875
S3_shift,mean_05,bb_dm,0.5,0.1371875
S3_shift,mean_05,bb_dm,0.6,0.16375
S3_shift,mean_05,bb_dm,0.7,0.1990625
S3_shift,mean_05,bb_dm,0.8,0.2296875
S3_shift,mean_05,bb_dm,0.9,0.2740625
S3_shift,mean_05,bb_dm,0.95,0.3015625
S3_shift,mean_05,bb_dm,0.975,0.323125
S3_shift,mean_05,bb_dm,0.99,0.3503125
S3_shift,mean_05,bb_dr,0.5,0.480625
S3_shift,mean_05,bb_dr,0.6,0.5825
S3_shift,mean_05,bb_dr,0.7,0.6790625
S3_shift,mean_05,bb_dr,0.8,0.786875
S3_shift,mean_05,bb_dr,0.9,0.8875
S3_shift,mean_05,bb_dr,0.95,0.9415625
S3_shift,mean_05,bb_dr,0.975,0.97
S3_shift,mean_05,bb_dr,0.99,0.9859375
S3_shift,mean_05,bootstrap_dr,0.5,0.485625
S3_shift,mean_05,bootstrap_dr,0.6,0.579375
S3_shift,mean_05,bootstrap_dr,0.7,0.6859375
S3_shift,mean_05,bootstrap_dr,0.8,0.790625
S3_shift,mean_05,bootstrap_dr,0.9,0.889375
S3_shift,mean_05,bootstrap_dr,0.95,0.94125
S3_shift,mean_05,bootstrap_dr,0.975,0.9690625
S3_shift,mean_05,bootstrap_dr,0.99,0.9878125
S3_shift,mean_05,bootstrap_snips,0.5,0.4759375
S3_shift,mean_05,bootstrap_snips,0.6,0.57875
S3_shift,mean_05,bootstrap_snips,0.7,0.684375
S3_shift,mean_05,bootstrap_snips,0.8,0.783125
S3_shift,mean_05,bootstrap_snips,0.9,0.885625
S3_shift,mean_05,bootstrap_snips,0.95,0.94
S3_shift,mean_05,bootstrap_snips,0.975,0.968125
S3_shift,mean_05,bootstrap_snips,0.99,0.9859375
S3_shift,mean_10,bb_dm,0.5,0.12375
S3_shift,mean_10,bb_dm,0.6,0.1553125
S3_shift,mean_10,bb_dm,0.7,0.1871875
S3_shift,mean_10,bb_dm,0.8,0.219375
S3_shift,mean_10,bb_dm,0.9,0.266875
S3_shift,mean_10,bb_dm,0.95,0.303125
S3_shift,mean_10,bb_dm,0.975,0.3290625
S3_shift,mean_10,bb_dm,0.99,0.3525
S3_shift,mean_10,bb_dr,0.5,0.4471875
S3_shift,mean_10,bb_dr,0.6,0.5465625
S3_shift,mean_10,bb_dr,0.7,0.6575
S3_shift,mean_10,bb_dr,0.8,0.75625
S3_shift,mean_10,bb_dr,0.9,0.8634375
S3_shift,mean_10,bb_dr,0.95,0.9178125
S3_shift,mean_10,bb_dr,0.975,0.95125
S3_shift,mean_10,bb_dr,0.99,0.9771875
S3_shift,mean_10,bootstrap_dr,0.5,0.45
S3_shift,mean_10,bootstrap_dr,0.6,0.55375
S3_shift,mean_10,bootstrap_dr,0.7,0.6553125
S3_shift,mean_10,bootstrap_dr,0.8,0.75875
S3_shift,mean_10,bootstrap_dr,0.9,0.8615625
S3_shift,mean_10,bootstrap_dr,0.95,0.9209375
S3_shift,mean_10,bootstrap_dr,0.975,0.9528125
S3_shift,mean_10,bootstrap_dr,0.99,0.975625
S3_shift,mean_10,bootstrap_snips,0.5,0.4571875
S3_shift,mean_10,bootstrap_snips,0.6,0.5471875
S3_shift,mean_10,bootstrap_snips,0.7,0.6434375
S3_shift,mean_10,bootstrap_snips,0.8,0.7521875
S3_shift,mean_10,bootstrap_snips,0.9,0.8565625
S3_shift,mean_10,bootstrap_snips,0.95,0.92625
S3_shift,mean_10,bootstrap_snips,0.975,0.9603125
S3_shift,mean_10,bootstrap_snips,0.99,0.9790625
S4_misspecified,linear,bb_dm,0.5,0.04890625
S4_misspecified,linear,bb_dm,0.6,0.06078125
S4_misspecified,linear,bb_dm,0.7,0.07671875
S4_misspecified,linear,bb_dm,0.8,0.09125
S4_misspecified,linear,bb_dm,0.9,0.11046875
S4_misspecified,linear,bb_dm,0.95,0.1225
S4_misspecified,linear,bb_dm,0.975,0.1328125
S4_misspecified,linear,bb_dm,0.99,0.1421875
S4_misspecified,linear,bb_dr,0.5,0.49796875
S4_misspecified,linear,bb_dr,0.6,0.59984375
S4_misspecified,linear,bb_dr,0.7,0.7015625
S4_misspecified,linear,bb_dr,0.8,0.8028125
S4_misspecified,linear,bb_dr,0.9,0.9103125
S4_misspecified,linear,bb_dr,0.95,0.95671875
S4_misspecified,linear,bb_dr,0.975,0.976875
S4_misspecified,linear,bb_dr,0.99,0.98859375
S4_misspecified,linear,bootstrap_dr,0.5,0.50421875
S4_misspecified,linear,bootstrap_dr,0.6,0.60015625
S4_misspecified,linear,bootstrap_dr,0.7,0.7034375
S4_misspecified,linear,bootstrap_dr,0.8,0.8040625
S4_misspecified,linear,bootstrap_dr,0.9,0.908125
S4_misspecified,linear,bootstrap_dr,0.95,0.9553125
S4_misspecified,linear,bootstrap_dr,0.975,0.97625
S4_misspecified,linear,bootstrap_dr,0.99,0.98890625
S4_misspecified,linear,bootstrap_snips,0.5,0.5121875
S4_misspecified,linear,bootstrap_snips,0.6,0.610625
S4_misspecified,linear,bootstrap_snips,0.7,0.706875
S4_misspecified,linear,bootstrap_snips,0.8,0.8059375
S4_misspecified,linear,bootstrap_snips,0.9,0.8971875
S4_misspecified,linear,bootstrap_snips,0.95,0.9540625
S4_misspecified,linear,bootstrap_snips,0.975,0.9771875
S4_misspecified,linear,bootstrap_snips,0.99,0.9896875
S4_misspecified,mild_nonlinear,bb_dm,0.5,0.0490625
S4_misspecified,mild_nonlinear,bb_dm,0.6,0.06328125
S4_misspecified,mild_nonlinear,bb_dm,0.7,0.075625
S4_misspecified,mild_nonlinear,bb_dm,0.8,0.08890625
S4_misspecified,mild_nonlinear,bb_dm,0.9,0.10703125
S4_misspecified,mild_nonlinear,bb_dm,0.95,0.12015625
S4_misspecified,mild_nonlinear,bb_dm,0.975,0.1303125
S4_misspecified,mild_nonlinear,bb_dm,0.99,0.14015625
S4_misspecified,mild_nonlinear,bb_dr,0.5,0.50578125
S4_misspecified,mild_nonlinear,bb_dr,0.6,0.605
S4_misspecified,mild_nonlinear,bb_dr,0.7,0.704375
S4_misspecified,mild_nonlinear,bb_dr,0.8,0.80296875
S4_misspecified,mild_nonlinear,bb_dr,0.9,0.89671875
S4_misspecified,mild_nonlinear,bb_dr,0.95,0.9478125
S4_misspecified,mild_nonlinear,bb_dr,0.975,0.9725
S4_misspecified,mild_nonlinear,bb_dr,0.99,0.98703125
S4_misspecified,mild_nonlinear,bootstrap_dr,0.5,0.50453125
S4_misspecified,mild_nonlinear,bootstrap_dr,0.6,0.6059375
S4_misspecified,mild_nonlinear,bootstrap_dr,0.7,0.705
S4_misspecified,mild_nonlinear,bootstrap_dr,0.8,0.80328125
S4_misspecified,mild_nonlinear,bootstrap_dr,0.9,0.90015625
S4_misspecified,mild_nonlinear,bootstrap_dr,0.95,0.948125
S4_misspecified,mild_nonlinear,bootstrap_dr,0.975,0.97140625
S4_misspecified,mild_nonlinear,bootstrap_dr,0.99,0.98640625
S4_misspecified,mild_nonlinear,bootstrap_snips,0.5,0.504375
S4_misspecified,mild_nonlinear,bootstrap_snips,0.6,0.599375
S4_misspecified,mild_nonlinear,bootstrap_snips,0.7,0.6990625
S4_misspecified,mild_nonlinear,bootstrap_snips,0.8,0.794375
